R,G,B,Type
231,232,237,1
184,49,71,1
9,55,204,1
51,71,238,1
106,12,82,0
190,177,235,1
78,14,181,1
90,15,102,0
30,253,26,1
77,164,148,1
35,130,239,1
124,245,59,1
171,41,126,1
217,117,99,1
87,87,112,0
97,102,202,1
89,21,122,0
7,99,37,0
81,85,156,1
155,219,48,1
26,38,168,1
207,151,30,1
37,240,182,1
201,206,154,1
99,111,1,0
214,42,214,1
18,190,184,1
93,146,125,1
224,43,223,1
9,98,234,1
10,200,87,1
137,156,233,1
47,248,222,1
202,222,123,1
125,60,241,1
50,115,175,1
207,147,99,1
73,81,172,1
175,27,25,1
171,89,53,1
17,40,116,0
235,36,129,1
43,59,27,0
53,7,113,0
18,231,128,1
142,195,204,1
116,13,55,0
38,55,242,1
5,14,253,1
123,250,229,1
224,179,201,1
171,204,180,1
137,185,80,1
237,2,107,1
165,1,219,1
222,212,141,1
149,79,178,1
181,180,7,1
85,164,149,1
195,41,137,1
43,207,203,1
26,235,124,1
19,224,224,1
117,220,210,1
149,150,92,1
240,139,148,1
93,175,150,1
251,126,49,1
7,78,161,1
30,13,48,0
51,111,6,0
169,3,23,1
167,234,172,1
122,149,70,1
58,73,92,0
85,165,243,1
100,157,77,1
128,157,102,1
56,178,141,1
93,156,40,1
136,149,192,1
212,28,140,1
152,135,235,1
170,234,57,1
134,203,138,1
46,9,117,0
71,239,4,1
149,66,238,1
20,32,80,0
27,211,193,1
119,163,20,1
174,167,189,1
183,91,98,1
51,104,184,1
202,153,186,1
22,88,85,0
216,113,25,1
98,87,5,0
81,103,90,0
57,82,38,0
223,54,155,1
125,133,205,1
151,124,209,1
240,174,124,1
205,255,153,1
135,143,55,1
42,214,10,1
74,255,132,1
103,15,177,1
116,93,132,1
59,128,223,1
117,46,70,0
241,74,97,1
69,123,224,1
24,227,69,1
238,239,98,1
35,131,71,1
122,151,168,1
9,245,186,1
180,20,167,1
9,124,86,0
205,163,136,1
103,106,82,0
141,114,47,1
89,161,127,1
188,84,251,1
247,161,125,1
240,124,16,1
6,50,100,0
61,80,39,0
192,148,216,1
26,44,118,0
203,170,104,1
114,185,46,1
27,2,17,0
237,250,115,1
80,6,22,0
220,246,72,1
173,58,135,1
215,184,134,1
21,135,36,1
182,174,237,1
84,241,78,1
148,250,214,1
6,154,109,1
191,155,218,1
232,181,80,1
81,45,118,0
43,78,56,0
59,193,242,1
178,213,124,1
19,80,201,1
31,35,183,1
187,188,209,1
4,134,199,1
215,51,80,1
231,98,94,1
245,190,248,1
184,100,225,1
64,87,247,1
204,210,204,1
55,17,63,0
183,48,162,1
164,186,237,1
84,162,45,1
24,216,216,1
176,213,9,1
84,244,182,1
9,246,102,1
61,156,69,1
184,98,155,1
46,94,186,1
235,0,185,1
157,99,17,1
72,137,0,1
71,93,209,1
210,185,96,1
176,179,226,1
225,79,251,1
14,79,78,0
76,134,64,1
24,142,21,1
107,184,172,1
114,249,50,1
115,160,248,1
10,167,161,1
58,204,190,1
14,235,156,1
205,70,34,1
39,131,220,1
119,207,126,1
220,238,83,1
8,197,238,1
90,184,140,1
190,12,127,1
197,203,36,1
27,167,220,1
171,52,40,1
81,166,125,1
131,121,137,1
130,75,146,1
145,90,58,1
35,203,97,1
124,161,70,1
108,148,54,1
123,93,227,1
229,68,112,1
48,119,236,1
43,245,193,1
60,103,52,0
188,252,158,1
242,254,74,1
251,247,162,1
155,236,249,1
191,218,86,1
136,94,172,1
113,125,226,1
153,167,39,1
175,11,46,1
78,66,147,1
207,10,218,1
178,171,105,1
134,232,110,1
103,202,174,1
17,88,68,0
54,246,213,1
52,245,60,1
17,170,202,1
220,27,251,1
88,199,43,1
32,138,158,1
200,58,40,1
25,47,82,0
69,145,21,1
244,211,12,1
4,168,148,1
225,113,192,1
90,240,65,1
40,213,128,1
82,174,46,1
25,137,131,1
161,237,59,1
214,53,72,1
209,204,152,1
6,189,5,1
0,198,54,1
183,176,211,1
216,175,143,1
187,132,195,1
150,63,253,1
22,97,146,1
133,130,250,1
71,120,23,0
187,113,32,1
252,250,239,1
63,42,1,0
164,232,64,1
117,120,68,0
164,234,211,1
251,86,211,1
226,203,19,1
118,62,244,1
245,45,32,1
41,147,254,1
92,163,129,1
88,181,144,1
23,44,183,1
74,229,154,1
197,67,242,1
164,241,98,1
40,174,33,1
138,75,64,1
175,230,121,1
208,98,171,1
59,195,214,1
74,51,71,0
214,65,190,1
124,241,226,1
60,93,136,1
170,249,184,1
137,217,79,1
62,201,137,1
151,50,226,1
17,173,52,1
32,229,45,1
133,165,47,1
168,214,140,1
145,214,242,1
79,184,40,1
39,173,127,1
71,109,11,0
143,121,9,1
248,135,16,1
168,71,172,1
194,27,18,1
57,201,211,1
134,24,124,1
87,155,232,1
194,181,180,1
122,32,6,0
125,183,179,1
98,34,24,0
77,235,219,1
56,32,185,1
115,90,154,1
59,7,77,0
220,241,165,1
12,129,43,1
215,219,171,1
225,68,201,1
239,85,134,1
7,223,21,1
84,249,236,1
174,238,33,1
58,101,240,1
196,81,2,1
142,225,46,1
73,26,224,1
237,69,131,1
255,108,91,1
209,114,90,1
189,182,174,1
180,46,184,1
208,108,34,1
85,159,115,1
19,120,254,1
40,202,195,1
251,46,175,1
148,27,118,1
20,4,82,0
169,130,61,1
49,184,178,1
229,244,207,1
157,241,54,1
45,233,47,1
236,144,30,1
102,147,180,1
33,61,155,1
255,116,115,1
214,28,132,1
199,246,182,1
169,91,101,1
152,100,159,1
254,62,248,1
116,249,226,1
55,23,66,0
170,226,103,1
29,192,152,1
255,216,86,1
103,73,85,0
38,253,220,1
89,148,175,1
102,8,33,0
180,16,195,1
221,226,200,1
113,176,106,1
17,123,252,1
249,195,242,1
24,17,174,1
121,45,19,0
102,16,243,1
238,201,35,1
154,5,245,1
234,229,14,1
10,85,236,1
178,236,175,1
223,175,79,1
205,19,245,1
166,210,185,1
131,80,133,1
130,50,199,1
87,80,38,0
165,104,195,1
144,34,85,1
62,133,248,1
159,42,109,1
9,100,99,0
192,47,207,1
179,206,165,1
84,155,168,1
36,100,137,1
60,133,111,1
135,163,64,1
72,201,57,1
154,35,98,1
24,124,68,0
198,246,172,1
0,148,75,1
108,34,246,1
30,206,75,1
7,36,177,1
123,165,164,1
61,66,79,0
210,218,168,1
48,10,209,1
66,244,14,1
194,81,84,1
90,22,75,0
63,178,104,1
185,59,147,1
3,15,144,1
37,134,134,1
162,231,3,1
176,92,55,1
226,35,171,1
235,132,44,1
190,128,69,1
204,6,236,1
34,203,63,1
75,156,223,1
153,81,29,1
40,245,165,1
103,167,31,1
165,216,233,1
89,148,102,1
50,215,250,1
122,47,14,0
139,107,49,1
8,196,171,1
191,156,43,1
21,132,30,1
99,214,5,1
170,136,175,1
138,229,49,1
20,39,126,0
168,54,3,1
206,139,4,1
233,120,247,1
45,117,83,0
221,222,200,1
101,150,6,1
223,12,215,1
20,136,204,1
161,91,80,1
25,242,253,1
1,252,250,1
89,117,54,0
45,242,175,1
189,186,125,1
185,13,235,1
228,140,175,1
209,178,169,1
37,59,74,0
23,36,9,0
251,102,175,1
11,22,156,1
58,207,212,1
0,155,122,1
197,115,239,1
203,180,76,1
96,97,114,0
175,205,158,1
86,243,93,1
36,241,17,1
130,137,96,1
131,174,65,1
179,165,26,1
118,244,30,1
38,169,1,1
148,137,212,1
42,22,60,0
19,1,169,1
91,112,177,1
215,213,224,1
4,173,86,1
170,142,27,1
185,234,124,1
106,51,3,0
91,70,50,0
54,166,171,1
166,1,122,1
32,244,47,1
87,45,80,0
83,90,122,0
150,44,5,1
221,209,216,1
218,74,40,1
74,3,19,0
220,78,177,1
78,152,236,1
210,22,154,1
236,142,194,1
78,6,201,1
109,34,175,1
30,216,156,1
189,250,77,1
77,146,30,1
56,91,198,1
146,41,73,1
99,241,251,1
23,115,90,0
172,148,165,1
51,19,65,0
8,183,115,1
162,32,31,1
170,167,42,1
41,52,39,0
251,215,2,1
183,102,174,1
16,36,66,0
69,54,218,1
157,27,44,1
163,110,233,1
48,25,156,1
144,229,221,1
66,154,215,1
70,250,11,1
196,39,112,1
122,224,177,1
220,139,99,1
178,9,73,1
227,233,229,1
80,254,154,1
203,235,125,1
65,85,134,1
21,175,113,1
97,62,116,0
148,3,146,1
192,158,64,1
42,69,101,0
150,118,166,1
151,106,77,1
221,60,115,1
15,198,19,1
33,93,100,0
206,62,240,1
236,198,148,1
100,182,54,1
71,98,41,0
142,21,36,1
211,111,175,1
156,131,190,1
148,174,78,1
14,206,185,1
154,194,143,1
212,36,143,1
202,166,123,1
200,46,25,1
213,47,96,1
129,57,88,1
186,183,201,1
54,112,17,0
237,64,126,1
153,191,70,1
1,215,231,1
14,233,252,1
173,192,129,1
149,124,187,1
175,221,13,1
70,91,170,1
249,194,31,1
203,10,68,1
62,3,182,1
251,6,57,1
116,20,105,0
65,38,0,0
166,121,252,1
18,183,214,1
10,228,106,1
194,59,192,1
12,116,220,1
163,69,33,1
151,43,84,1
160,186,251,1
113,56,205,1
65,142,50,1
53,26,192,1
165,28,116,1
28,177,158,1
198,70,199,1
250,20,232,1
11,36,255,1
246,42,186,1
213,59,168,1
181,226,122,1
38,175,162,1
82,112,43,0
72,230,134,1
190,142,157,1
52,179,227,1
200,208,179,1
189,27,224,1
196,239,39,1
26,4,41,0
158,61,251,1
226,110,231,1
142,118,41,1
137,74,18,1
175,166,54,1
125,14,192,1
116,231,5,1
207,85,29,1
185,194,19,1
138,161,195,1
209,110,131,1
197,179,72,1
64,178,95,1
15,61,70,0
121,154,114,1
209,215,105,1
158,66,132,1
81,166,20,1
188,25,226,1
87,183,76,1
169,213,171,1
100,165,43,1
28,94,243,1
182,223,174,1
33,68,129,1
173,121,160,1
232,92,135,1
174,4,243,1
219,169,50,1
183,50,85,1
105,4,210,1
72,23,213,1
76,152,166,1
165,68,40,1
105,49,41,0
63,204,108,1
231,147,234,1
247,254,230,1
144,32,69,1
158,198,120,1
132,135,126,1
89,11,255,1
153,174,246,1
2,142,227,1
178,187,91,1
95,161,5,1
27,50,122,0
143,110,152,1
184,138,22,1
134,68,71,1
171,6,156,1
174,203,206,1
100,80,20,0
204,246,141,1
165,3,24,1
32,146,183,1
53,80,75,0
135,107,105,1
190,102,216,1
182,179,195,1
241,29,189,1
199,70,86,1
128,47,229,1
177,188,232,1
93,225,253,1
226,228,3,1
153,183,129,1
84,48,13,0
115,141,15,1
86,197,205,1
83,123,89,0
223,237,159,1
117,106,135,1
206,53,141,1
142,219,206,1
198,112,1,1
103,214,253,1
45,139,234,1
55,78,32,0
221,148,214,1
199,183,86,1
178,27,84,1
117,134,155,1
190,177,213,1
81,138,194,1
114,173,139,1
108,232,7,1
215,146,252,1
246,37,50,1
9,98,242,1
45,6,64,0
155,27,137,1
35,87,155,1
103,172,222,1
74,40,213,1
59,156,58,1
33,208,151,1
119,217,251,1
236,253,219,1
254,194,69,1
97,124,175,1
74,177,22,1
239,186,170,1
245,5,252,1
52,74,111,0
41,141,143,1
198,220,124,1
181,162,30,1
201,36,181,1
67,147,144,1
136,207,42,1
100,66,115,0
86,184,142,1
89,188,61,1
212,148,175,1
61,107,160,1
61,118,22,0
154,21,59,1
253,60,106,1
156,97,196,1
14,47,2,0
166,161,216,1
128,5,110,1
45,108,233,1
247,52,9,1
209,137,218,1
225,132,29,1
238,168,206,1
104,62,153,1
219,44,30,1
13,225,98,1
226,156,236,1
26,2,75,0
59,23,125,0
193,129,141,1
243,191,254,1
210,32,26,1
32,164,163,1
132,237,168,1
14,110,109,0
199,231,214,1
3,107,24,0
202,128,139,1
130,251,115,1
124,52,228,1
227,39,99,1
248,13,35,1
67,251,171,1
22,184,205,1
229,79,58,1
106,20,187,1
252,77,246,1
196,144,78,1
143,102,79,1
170,97,179,1
165,63,166,1
23,198,96,1
226,43,254,1
90,13,15,0
37,52,217,1
161,49,29,1
210,127,57,1
24,69,40,0
56,169,160,1
82,170,143,1
164,31,78,1
47,244,127,1
101,79,17,0
43,49,179,1
24,76,50,0
199,37,17,1
229,76,162,1
193,45,83,1
29,149,10,1
180,73,1,1
208,241,78,1
230,214,1,1
246,110,69,1
68,13,75,0
206,89,248,1
18,209,75,1
146,82,8,1
4,111,151,1
194,76,73,1
105,111,78,0
142,82,211,1
215,55,65,1
239,160,174,1
151,217,214,1
170,180,229,1
52,59,214,1
162,33,129,1
176,127,95,1
170,22,189,1
116,246,204,1
145,127,157,1
0,216,213,1
59,149,186,1
144,45,144,1
127,75,149,1
187,239,10,1
70,248,139,1
154,8,243,1
154,9,82,1
148,192,126,1
133,50,193,1
121,92,203,1
144,96,172,1
104,127,23,0
3,165,238,1
241,227,243,1
66,187,185,1
127,250,58,1
132,29,17,1
253,95,249,1
139,56,67,1
170,103,147,1
182,20,139,1
66,252,237,1
142,167,86,1
71,186,26,1
161,196,206,1
173,53,70,1
49,70,230,1
248,193,35,1
252,132,138,1
29,98,202,1
171,129,1,1
29,253,128,1
202,170,89,1
33,10,41,0
100,111,49,0
0,97,186,1
4,188,150,1
199,56,41,1
4,86,174,1
82,167,73,1
91,222,123,1
189,95,2,1
116,230,178,1
167,235,152,1
116,80,248,1
64,106,169,1
77,41,161,1
12,197,83,1
149,27,108,1
119,108,179,1
113,13,141,1
93,197,119,1
164,105,104,1
250,44,181,1
17,217,234,1
180,51,127,1
181,40,155,1
241,84,194,1
206,50,48,1
20,241,68,1
14,81,200,1
14,26,60,0
47,255,177,1
34,109,187,1
102,191,206,1
155,137,18,1
133,223,124,1
9,115,64,0
21,251,78,1
149,243,229,1
148,187,107,1
116,40,236,1
80,181,81,1
65,107,238,1
53,190,29,1
131,177,232,1
255,216,20,1
7,70,250,1
83,1,166,1
193,196,72,1
196,226,54,1
74,136,56,1
172,174,99,1
173,109,227,1
47,126,123,0
212,204,210,1
33,206,64,1
251,62,155,1
138,4,60,1
45,3,107,0
2,145,134,1
96,16,198,1
210,150,93,1
238,225,185,1
22,233,56,1
177,97,223,1
88,214,53,1
182,66,70,1
218,2,181,1
238,21,95,1
66,38,111,0
208,37,252,1
123,91,60,0
120,140,149,1
32,174,208,1
237,35,74,1
56,197,205,1
2,95,224,1
217,206,129,1
9,163,79,1
217,10,232,1
243,41,24,1
244,155,170,1
139,220,228,1
207,126,21,1
126,211,200,1
113,0,70,0
29,124,188,1
163,92,230,1
154,145,116,1
171,161,130,1
99,51,237,1
221,182,10,1
118,65,22,0
34,210,237,1
114,169,115,1
47,185,154,1
21,156,100,1
26,4,62,0
166,203,58,1
35,237,116,1
9,54,18,0
124,241,141,1
251,16,149,1
140,234,244,1
249,235,126,1
209,229,128,1
105,200,142,1
126,253,104,1
191,30,212,1
9,196,221,1
241,90,175,1
232,76,43,1
202,41,153,1
79,47,196,1
124,186,252,1
55,56,213,1
116,211,189,1
183,163,236,1
115,203,243,1
127,22,140,1
237,238,143,1
90,200,148,1
213,243,180,1
141,119,198,1
121,21,117,0
237,18,159,1
91,252,115,1
34,2,205,1
37,2,28,0
248,184,168,1
100,210,25,1
170,15,247,1
97,188,155,1
174,247,158,1
119,61,66,0
162,109,93,1
73,25,212,1
8,107,77,0
250,164,195,1
55,58,144,1
240,123,183,1
203,118,1,1
40,166,23,1
216,87,195,1
209,176,18,1
138,40,79,1
107,197,170,1
97,194,51,1
182,225,47,1
80,111,204,1
7,54,74,0
5,54,205,1
215,13,228,1
9,25,213,1
248,115,182,1
233,32,223,1
46,119,38,0
20,232,76,1
216,29,215,1
199,165,74,1
227,204,4,1
205,22,9,1
116,109,76,0
129,170,12,1
89,193,176,1
33,88,103,0
184,155,115,1
43,78,12,0
56,151,146,1
235,186,141,1
161,37,59,1
149,168,83,1
130,140,4,1
241,71,89,1
151,94,109,1
248,102,25,1
243,254,85,1
106,115,35,0
85,172,241,1
217,227,120,1
97,182,56,1
124,19,134,1
255,132,160,1
96,223,66,1
95,213,93,1
198,38,254,1
60,46,108,0
20,52,180,1
83,119,11,0
215,3,81,1
228,28,110,1
191,157,40,1
45,14,62,0
50,162,184,1
127,228,2,1
121,180,157,1
187,159,247,1
211,228,215,1
127,24,62,0
135,228,6,1
59,199,40,1
118,145,9,1
36,74,149,1
191,123,19,1
198,207,155,1
232,164,11,1
123,71,176,1
238,210,176,1
203,200,114,1
138,185,76,1
180,43,104,1
173,5,84,1
213,171,45,1
109,217,3,1
240,184,158,1
165,198,60,1
57,86,128,1
100,116,135,1
0,68,13,0
173,80,242,1
81,20,43,0
229,113,27,1
227,174,214,1
118,59,61,0
125,93,112,0
205,132,119,1
182,224,79,1
12,145,40,1
167,22,236,1
169,150,222,1
86,12,177,1
168,153,65,1
151,14,65,1
175,34,197,1
13,98,118,0
217,100,192,1
136,108,50,1
158,237,18,1
234,240,109,1
65,175,53,1
172,14,113,1
233,176,218,1
169,229,123,1
35,48,206,1
220,23,1,1
100,94,28,0
184,84,10,1
4,91,40,0
62,178,138,1
48,8,23,0
104,220,154,1
202,200,154,1
18,15,150,1
19,178,135,1
86,214,144,1
42,139,68,1
105,134,84,1
133,117,20,1
208,215,110,1
36,35,86,0
144,137,165,1
204,1,47,1
228,85,150,1
166,58,24,1
219,66,18,1
229,246,117,1
220,163,187,1
134,105,20,1
108,110,227,1
239,125,96,1
4,144,44,1
29,185,104,1
200,93,175,1
67,82,111,0
78,198,19,1
109,44,57,0
183,91,241,1
73,117,150,1
115,174,34,1
140,158,13,1
174,39,117,1
235,253,42,1
212,171,62,1
150,102,169,1
18,169,51,1
62,8,167,1
19,28,55,0
160,214,159,1
7,33,183,1
56,113,160,1
79,150,133,1
179,201,98,1
45,39,172,1
220,103,75,1
191,189,187,1
142,127,253,1
1,29,238,1
62,93,185,1
97,93,147,1
174,12,183,1
210,51,226,1
14,201,118,1
86,2,127,0
215,66,150,1
80,8,249,1
133,133,64,1
229,14,3,1
248,67,241,1
90,94,153,1
168,135,19,1
221,9,156,1
89,250,114,1
125,41,144,1
47,53,227,1
112,90,10,0
141,117,64,1
147,127,114,1
83,250,228,1
119,249,248,1
74,51,135,1
223,218,186,1
47,191,141,1
110,55,169,1
233,1,5,1
95,243,247,1
227,106,15,1
179,191,231,1
65,201,165,1
221,3,190,1
121,147,214,1
182,41,211,1
133,68,103,1
40,97,77,0
144,21,63,1
192,139,55,1
191,237,102,1
199,148,7,1
94,155,167,1
15,205,133,1
252,215,139,1
217,211,75,1
57,234,196,1
116,37,241,1
112,1,148,1
85,78,201,1
102,19,94,0
6,53,170,1
150,27,71,1
121,56,77,0
18,45,211,1
99,212,60,1
53,116,228,1
168,39,91,1
174,7,11,1
213,185,124,1
198,65,87,1
31,52,6,0
185,105,78,1
237,113,115,1
230,154,189,1
165,179,239,1
96,238,42,1
32,133,226,1
13,5,175,1
91,237,247,1
226,231,99,1
141,84,249,1
65,190,253,1
44,146,110,1
152,230,247,1
100,84,119,0
136,207,207,1
133,40,129,1
136,75,114,1
40,176,112,1
75,235,152,1
225,107,11,1
82,228,232,1
146,174,190,1
185,78,184,1
254,184,216,1
197,69,116,1
198,223,41,1
38,152,120,1
154,134,15,1
108,191,162,1
128,155,133,1
156,39,81,1
109,16,29,0
88,118,175,1
163,67,16,1
245,178,82,1
34,136,124,1
55,89,121,0
105,131,16,1
171,60,157,1
191,156,254,1
14,25,187,1
209,169,139,1
79,30,103,0
64,0,160,1
96,207,130,1
37,127,108,0
141,121,254,1
57,98,193,1
154,115,252,1
138,223,181,1
180,111,139,1
160,32,137,1
159,252,153,1
152,173,155,1
222,204,182,1
16,62,180,1
23,75,205,1
109,64,246,1
239,45,23,1
45,76,132,1
226,122,191,1
217,90,27,1
72,116,245,1
68,72,53,0
152,132,249,1
168,105,229,1
67,179,220,1
18,177,191,1
238,183,1,1
177,215,24,1
113,183,12,1
48,107,93,0
255,212,127,1
108,182,168,1
120,147,124,1
211,59,154,1
14,43,70,0
64,26,132,1
46,125,210,1
138,254,219,1
52,35,133,1
182,1,85,1
32,172,190,1
253,42,96,1
235,172,74,1
190,20,38,1
154,130,151,1
118,120,107,0
251,115,78,1
105,199,53,1
246,220,24,1
124,40,188,1
65,72,117,0
202,49,199,1
129,122,51,1
62,248,111,1
30,194,74,1
5,183,139,1
161,109,246,1
69,1,127,0
60,246,132,1
204,11,24,1
149,173,36,1
24,149,151,1
84,117,56,0
130,140,99,1
178,216,191,1
119,32,99,0
132,237,202,1
76,193,238,1
163,53,165,1
102,90,250,1
56,65,17,0
39,32,70,0
26,249,248,1
166,190,192,1
167,147,85,1
206,48,79,1
247,21,32,1
90,53,8,0
207,34,192,1
39,185,208,1
251,46,79,1
44,188,201,1
83,190,45,1
99,24,104,0
115,135,169,1
183,168,85,1
185,179,98,1
151,85,119,1
207,80,133,1
83,152,96,1
207,117,136,1
194,36,136,1
18,167,95,1
163,137,205,1
157,254,15,1
214,47,0,1
220,12,238,1
160,72,21,1
215,11,13,1
56,67,229,1
121,19,193,1
101,3,230,1
56,57,195,1
175,215,145,1
89,168,27,1
22,25,64,0
80,209,234,1
160,201,178,1
202,192,108,1
18,116,163,1
155,50,176,1
88,165,147,1
131,147,143,1
171,78,70,1
18,233,46,1
212,200,237,1
24,82,86,0
77,73,229,1
99,123,168,1
109,254,25,1
63,58,39,0
187,89,114,1
194,213,152,1
120,194,45,1
77,190,156,1
172,32,109,1
161,88,117,1
216,158,127,1
158,119,203,1
159,56,110,1
100,149,180,1
63,188,14,1
221,158,2,1
222,43,189,1
210,29,213,1
242,241,246,1
74,207,111,1
52,197,1,1
37,112,137,1
239,201,222,1
205,209,87,1
136,136,199,1
201,208,69,1
9,226,97,1
64,247,79,1
148,167,238,1
38,187,117,1
28,182,232,1
140,41,187,1
234,31,131,1
229,33,79,1
14,107,77,0
246,152,206,1
114,237,24,1
232,209,0,1
232,116,58,1
32,87,192,1
114,198,221,1
90,50,95,0
96,58,195,1
29,116,233,1
150,253,207,1
255,203,22,1
65,47,148,1
73,140,251,1
10,17,71,0
3,49,168,1
244,53,23,1
255,184,114,1
229,119,86,1
79,216,190,1
102,218,140,1
174,23,249,1
28,64,204,1
116,7,220,1
166,5,111,1
104,212,18,1
46,73,106,0
134,61,220,1
5,142,100,1
113,252,52,1
231,229,88,1
165,89,102,1
230,144,71,1
75,250,198,1
65,149,98,1
158,167,108,1
216,84,56,1
118,27,79,0
237,68,75,1
3,219,12,1
87,138,215,1
253,225,14,1
219,181,41,1
241,14,81,1
108,237,240,1
36,75,38,0
91,149,116,1
109,255,240,1
99,231,240,1
129,55,201,1
111,96,37,0
164,38,129,1
38,17,139,1
63,105,129,1
178,114,16,1
93,53,159,1
149,162,96,1
63,28,64,0
111,107,205,1
84,183,120,1
83,89,188,1
37,110,96,0
8,116,202,1
110,219,203,1
240,82,142,1
156,117,195,1
176,76,72,1
9,68,245,1
72,32,246,1
64,171,23,1
47,223,202,1
77,161,168,1
130,194,102,1
11,200,158,1
116,92,217,1
125,212,67,1
36,246,224,1
80,169,174,1
128,211,182,1
64,132,103,1
226,142,71,1
65,172,16,1
251,57,148,1
186,50,159,1
185,252,213,1
171,46,161,1
225,38,221,1
253,96,55,1
102,144,77,1
193,208,41,1
156,236,246,1
255,22,200,1
39,212,157,1
124,159,203,1
248,198,80,1
162,61,137,1
36,212,30,1
239,37,191,1
166,200,37,1
40,211,252,1
195,38,161,1
208,215,149,1
140,229,97,1
161,57,107,1
190,238,139,1
149,248,88,1
138,208,51,1
115,123,89,0
35,81,248,1
58,184,234,1
164,234,191,1
97,151,70,1
37,37,209,1
77,222,201,1
53,46,123,0
38,228,170,1
141,140,172,1
100,148,173,1
166,67,73,1
181,159,40,1
248,204,254,1
231,54,186,1
70,246,219,1
143,153,43,1
220,16,127,1
200,85,11,1
178,123,255,1
24,104,27,0
131,2,195,1
146,128,218,1
113,143,11,1
150,193,242,1
123,251,87,1
244,69,170,1
26,92,37,0
175,8,124,1
101,26,20,0
182,116,240,1
95,59,191,1
113,246,192,1
16,9,114,0
219,174,245,1
102,19,177,1
121,38,166,1
146,172,178,1
158,241,20,1
90,91,122,0
73,111,107,0
30,155,155,1
211,200,144,1
176,253,15,1
239,25,230,1
102,91,35,0
203,139,127,1
244,123,11,1
72,201,124,1
53,220,81,1
84,142,15,1
174,118,30,1
216,152,247,1
168,39,72,1
88,29,196,1
114,103,56,0
216,61,67,1
249,82,138,1
12,94,225,1
147,195,103,1
184,244,58,1
177,246,118,1
108,58,227,1
67,143,224,1
228,180,125,1
225,54,223,1
